"caption","content","image_path","name_directory"
"OTRAS INDICACIONES REGLAMENTARIAS","Otras Indicaciones reglamentarias SPI: NO CONTAMINAR EL AGUA CON EL PRODUCTO NI CON SU ENVASE. (No limpiar el equipo de aplicación del producto cerca de aguas superficialeslEvitese la contaminación a través de los sistemas de levacuación de aguas de las explotaciones 0 de los caminos).","DETR\cropped_img_tables\11533\tabla_13_11533.png","11533"
