"caption","content","image_path","name_directory"
"MITIGACION DE RIESGOS EN LA MANIPULACION","Mitigación de riesgos en la manipulación Seguridad del operador: Será necesario el uso de guantes de protección química durante la mezclalcarga y aplicaclón como mínima medida de protección. En la limpieza y mantenimiento del equipo se aplicarán las mismas medidas de protección que en aplicación. Durante ia aplicación con tractor con cabina cerrada y dispositivo filtrado de aire, se podrá prescindir del equipo de protección, siempre que se mantengan las ventanas cerradas. Seguridad del trabajador: No entrar al cultivo hasta que el producto esté seco. IsPo 2: Lávese toda la ropa de protección después de usarla.","DETR\cropped_img_tables\11533\tabla_7_11533.png","11533"
